air_store_id,visit_date,visitors
air_43b65e4b05bff2d3,2016-07-12,20
air_43b65e4b05bff2d3,2016-07-13,11
air_43b65e4b05bff2d3,2016-07-14,26
air_43b65e4b05bff2d3,2016-07-15,38
air_43b65e4b05bff2d3,2016-07-16,29
air_43b65e4b05bff2d3,2016-07-17,32
air_43b65e4b05bff2d3,2016-07-18,32
air_43b65e4b05bff2d3,2016-07-19,18
air_43b65e4b05bff2d3,2016-07-20,12
air_43b65e4b05bff2d3,2016-07-21,22
air_43b65e4b05bff2d3,2016-07-22,37
air_43b65e4b05bff2d3,2016-07-23,51
air_43b65e4b05bff2d3,2016-07-24,38
air_43b65e4b05bff2d3,2016-07-25,16
air_43b65e4b05bff2d3,2016-07-26,7
air_43b65e4b05bff2d3,2016-07-27,24
air_43b65e4b05bff2d3,2016-07-28,22
air_43b65e4b05bff2d3,2016-07-29,42
air_43b65e4b05bff2d3,2016-07-30,29
air_43b65e4b05bff2d3,2016-07-31,21
air_43b65e4b05bff2d3,2016-08-01,13
air_43b65e4b05bff2d3,2016-08-02,22
air_43b65e4b05bff2d3,2016-08-03,35
air_43b65e4b05bff2d3,2016-08-04,18
air_43b65e4b05bff2d3,2016-08-05,33
air_43b65e4b05bff2d3,2016-08-06,26
air_43b65e4b05bff2d3,2016-08-07,18
air_43b65e4b05bff2d3,2016-08-08,10
air_43b65e4b05bff2d3,2016-08-09,21
air_43b65e4b05bff2d3,2016-08-10,49
air_43b65e4b05bff2d3,2016-08-11,32
air_43b65e4b05bff2d3,2016-08-12,24
air_43b65e4b05bff2d3,2016-08-13,21
air_43b65e4b05bff2d3,2016-08-14,15
air_43b65e4b05bff2d3,2016-08-15,20
air_43b65e4b05bff2d3,2016-08-16,14
air_43b65e4b05bff2d3,2016-08-17,22
air_43b65e4b05bff2d3,2016-08-18,21
air_43b65e4b05bff2d3,2016-08-19,26
air_43b65e4b05bff2d3,2016-08-20,43
air_43b65e4b05bff2d3,2016-08-21,16
air_43b65e4b05bff2d3,2016-08-22,10
air_43b65e4b05bff2d3,2016-08-23,22
air_43b65e4b05bff2d3,2016-08-24,22
air_43b65e4b05bff2d3,2016-08-25,18
air_43b65e4b05bff2d3,2016-08-26,33
air_43b65e4b05bff2d3,2016-08-27,36
air_43b65e4b05bff2d3,2016-08-28,22
air_43b65e4b05bff2d3,2016-08-29,18
air_43b65e4b05bff2d3,2016-08-30,22
air_43b65e4b05bff2d3,2016-08-31,30
air_43b65e4b05bff2d3,2016-09-01,12
air_43b65e4b05bff2d3,2016-09-02,30
air_43b65e4b05bff2d3,2016-09-03,31
air_43b65e4b05bff2d3,2016-09-04,13
air_43b65e4b05bff2d3,2016-09-05,10
air_43b65e4b05bff2d3,2016-09-06,20
air_43b65e4b05bff2d3,2016-09-07,18
air_43b65e4b05bff2d3,2016-09-08,34
air_43b65e4b05bff2d3,2016-09-09,36
air_43b65e4b05bff2d3,2016-09-10,44
air_43b65e4b05bff2d3,2016-09-11,28
air_43b65e4b05bff2d3,2016-09-12,12
air_43b65e4b05bff2d3,2016-09-13,9
air_43b65e4b05bff2d3,2016-09-14,14
air_43b65e4b05bff2d3,2016-09-15,21
air_43b65e4b05bff2d3,2016-09-16,20
air_43b65e4b05bff2d3,2016-09-17,25
air_43b65e4b05bff2d3,2016-09-18,20
air_43b65e4b05bff2d3,2016-09-19,16
air_43b65e4b05bff2d3,2016-09-20,12
air_43b65e4b05bff2d3,2016-09-21,20
air_43b65e4b05bff2d3,2016-09-22,27
air_43b65e4b05bff2d3,2016-09-23,23
air_43b65e4b05bff2d3,2016-09-24,17
air_43b65e4b05bff2d3,2016-09-25,17
air_43b65e4b05bff2d3,2016-09-26,17
air_43b65e4b05bff2d3,2016-09-27,26
air_43b65e4b05bff2d3,2016-09-28,23
air_43b65e4b05bff2d3,2016-09-29,22
air_43b65e4b05bff2d3,2016-09-30,41
air_43b65e4b05bff2d3,2016-10-01,35
air_43b65e4b05bff2d3,2016-10-02,23
air_43b65e4b05bff2d3,2016-10-03,9
air_43b65e4b05bff2d3,2016-10-04,15
air_43b65e4b05bff2d3,2016-10-05,16
air_43b65e4b05bff2d3,2016-10-06,36
air_43b65e4b05bff2d3,2016-10-07,23
air_43b65e4b05bff2d3,2016-10-08,39
air_43b65e4b05bff2d3,2016-10-09,31
air_43b65e4b05bff2d3,2016-10-10,10
air_43b65e4b05bff2d3,2016-10-11,13
air_43b65e4b05bff2d3,2016-10-12,17
air_43b65e4b05bff2d3,2016-10-13,29
air_43b65e4b05bff2d3,2016-10-14,19
air_43b65e4b05bff2d3,2016-10-15,31
air_43b65e4b05bff2d3,2016-10-16,27
air_43b65e4b05bff2d3,2016-10-17,7
air_43b65e4b05bff2d3,2016-10-18,14
air_43b65e4b05bff2d3,2016-10-19,36
air_43b65e4b05bff2d3,2016-10-20,21
air_43b65e4b05bff2d3,2016-10-21,26
air_43b65e4b05bff2d3,2016-10-22,40
air_43b65e4b05bff2d3,2016-10-23,38
air_43b65e4b05bff2d3,2016-10-24,20
air_43b65e4b05bff2d3,2016-10-25,9
air_43b65e4b05bff2d3,2016-10-26,14
air_43b65e4b05bff2d3,2016-10-27,24
air_43b65e4b05bff2d3,2016-10-28,27
air_43b65e4b05bff2d3,2016-10-29,47
air_43b65e4b05bff2d3,2016-10-30,22
air_43b65e4b05bff2d3,2016-10-31,14
air_43b65e4b05bff2d3,2016-11-01,11
air_43b65e4b05bff2d3,2016-11-02,28
air_43b65e4b05bff2d3,2016-11-03,32
air_43b65e4b05bff2d3,2016-11-04,13
air_43b65e4b05bff2d3,2016-11-05,41
air_43b65e4b05bff2d3,2016-11-06,22
air_43b65e4b05bff2d3,2016-11-07,19
air_43b65e4b05bff2d3,2016-11-08,18
air_43b65e4b05bff2d3,2016-11-09,14
air_43b65e4b05bff2d3,2016-11-10,14
air_43b65e4b05bff2d3,2016-11-11,37
air_43b65e4b05bff2d3,2016-11-12,36
air_43b65e4b05bff2d3,2016-11-13,26
air_43b65e4b05bff2d3,2016-11-14,6
air_43b65e4b05bff2d3,2016-11-15,17
air_43b65e4b05bff2d3,2016-11-16,18
air_43b65e4b05bff2d3,2016-11-17,16
air_43b65e4b05bff2d3,2016-11-18,38
air_43b65e4b05bff2d3,2016-11-19,20
air_43b65e4b05bff2d3,2016-11-20,20
air_43b65e4b05bff2d3,2016-11-21,9
air_43b65e4b05bff2d3,2016-11-22,24
air_43b65e4b05bff2d3,2016-11-23,28
air_43b65e4b05bff2d3,2016-11-24,7
air_43b65e4b05bff2d3,2016-11-25,32
air_43b65e4b05bff2d3,2016-11-26,36
air_43b65e4b05bff2d3,2016-11-27,17
air_43b65e4b05bff2d3,2016-11-28,32
air_43b65e4b05bff2d3,2016-11-29,5
air_43b65e4b05bff2d3,2016-11-30,25
air_43b65e4b05bff2d3,2016-12-01,17
air_43b65e4b05bff2d3,2016-12-02,26
air_43b65e4b05bff2d3,2016-12-03,57
air_43b65e4b05bff2d3,2016-12-04,20
air_43b65e4b05bff2d3,2016-12-05,21
air_43b65e4b05bff2d3,2016-12-06,24
air_43b65e4b05bff2d3,2016-12-07,24
air_43b65e4b05bff2d3,2016-12-08,25
air_43b65e4b05bff2d3,2016-12-09,30
air_43b65e4b05bff2d3,2016-12-10,24
air_43b65e4b05bff2d3,2016-12-11,32
air_43b65e4b05bff2d3,2016-12-12,29
air_43b65e4b05bff2d3,2016-12-13,13
air_43b65e4b05bff2d3,2016-12-14,26
air_43b65e4b05bff2d3,2016-12-15,24
air_43b65e4b05bff2d3,2016-12-16,34
air_43b65e4b05bff2d3,2016-12-17,31
air_43b65e4b05bff2d3,2016-12-18,26
air_43b65e4b05bff2d3,2016-12-19,17
air_43b65e4b05bff2d3,2016-12-20,28
air_43b65e4b05bff2d3,2016-12-21,45
air_43b65e4b05bff2d3,2016-12-22,35
air_43b65e4b05bff2d3,2016-12-23,29
air_43b65e4b05bff2d3,2016-12-24,34
air_43b65e4b05bff2d3,2016-12-25,27
air_43b65e4b05bff2d3,2016-12-26,20
air_43b65e4b05bff2d3,2016-12-27,36
air_43b65e4b05bff2d3,2016-12-28,34
air_43b65e4b05bff2d3,2016-12-29,28
air_43b65e4b05bff2d3,2016-12-30,42
air_43b65e4b05bff2d3,2016-12-31,13
air_43b65e4b05bff2d3,2017-01-01,25
air_43b65e4b05bff2d3,2017-01-02,19
air_43b65e4b05bff2d3,2017-01-03,13
air_43b65e4b05bff2d3,2017-01-04,14
air_43b65e4b05bff2d3,2017-01-05,19
air_43b65e4b05bff2d3,2017-01-06,33
air_43b65e4b05bff2d3,2017-01-07,29
air_43b65e4b05bff2d3,2017-01-08,20
air_43b65e4b05bff2d3,2017-01-09,12
air_43b65e4b05bff2d3,2017-01-10,7
air_43b65e4b05bff2d3,2017-01-11,23
air_43b65e4b05bff2d3,2017-01-12,15
air_43b65e4b05bff2d3,2017-01-13,32
air_43b65e4b05bff2d3,2017-01-14,31
air_43b65e4b05bff2d3,2017-01-15,28
air_43b65e4b05bff2d3,2017-01-16,14
air_43b65e4b05bff2d3,2017-01-17,16
air_43b65e4b05bff2d3,2017-01-18,21
air_43b65e4b05bff2d3,2017-01-19,19
air_43b65e4b05bff2d3,2017-01-20,31
air_43b65e4b05bff2d3,2017-01-21,33
air_43b65e4b05bff2d3,2017-01-22,52
air_43b65e4b05bff2d3,2017-01-23,14
air_43b65e4b05bff2d3,2017-01-24,17
air_43b65e4b05bff2d3,2017-01-25,32
air_43b65e4b05bff2d3,2017-01-26,15
air_43b65e4b05bff2d3,2017-01-27,44
air_43b65e4b05bff2d3,2017-01-28,43
air_43b65e4b05bff2d3,2017-01-29,13
air_43b65e4b05bff2d3,2017-01-30,11
air_43b65e4b05bff2d3,2017-01-31,20
air_43b65e4b05bff2d3,2017-02-01,39
air_43b65e4b05bff2d3,2017-02-02,17
air_43b65e4b05bff2d3,2017-02-03,18
air_43b65e4b05bff2d3,2017-02-04,19
air_43b65e4b05bff2d3,2017-02-05,14
air_43b65e4b05bff2d3,2017-02-06,27
air_43b65e4b05bff2d3,2017-02-07,18
air_43b65e4b05bff2d3,2017-02-08,15
air_43b65e4b05bff2d3,2017-02-09,9
air_43b65e4b05bff2d3,2017-02-10,37
air_43b65e4b05bff2d3,2017-02-11,32
air_43b65e4b05bff2d3,2017-02-12,19
air_43b65e4b05bff2d3,2017-02-13,9
air_43b65e4b05bff2d3,2017-02-14,30
air_43b65e4b05bff2d3,2017-02-15,21
air_43b65e4b05bff2d3,2017-02-16,13
air_43b65e4b05bff2d3,2017-02-17,25
air_43b65e4b05bff2d3,2017-02-18,35
air_43b65e4b05bff2d3,2017-02-19,18
air_43b65e4b05bff2d3,2017-02-20,24
air_43b65e4b05bff2d3,2017-02-21,13
air_43b65e4b05bff2d3,2017-02-22,31
air_43b65e4b05bff2d3,2017-02-23,16
air_43b65e4b05bff2d3,2017-02-24,34
air_43b65e4b05bff2d3,2017-02-25,47
air_43b65e4b05bff2d3,2017-02-26,16
air_43b65e4b05bff2d3,2017-02-27,14
air_43b65e4b05bff2d3,2017-02-28,16
air_43b65e4b05bff2d3,2017-03-01,20
air_43b65e4b05bff2d3,2017-03-02,21
air_43b65e4b05bff2d3,2017-03-03,26
air_43b65e4b05bff2d3,2017-03-04,28
air_43b65e4b05bff2d3,2017-03-05,9
air_43b65e4b05bff2d3,2017-03-06,7
air_43b65e4b05bff2d3,2017-03-07,15
air_43b65e4b05bff2d3,2017-03-08,32
air_43b65e4b05bff2d3,2017-03-09,13
air_43b65e4b05bff2d3,2017-03-10,22
air_43b65e4b05bff2d3,2017-03-11,35
air_43b65e4b05bff2d3,2017-03-12,18
air_43b65e4b05bff2d3,2017-03-13,19
air_43b65e4b05bff2d3,2017-03-14,18
air_43b65e4b05bff2d3,2017-03-15,34
air_43b65e4b05bff2d3,2017-03-16,40
air_43b65e4b05bff2d3,2017-03-17,22
air_43b65e4b05bff2d3,2017-03-18,31
air_43b65e4b05bff2d3,2017-03-19,34
air_43b65e4b05bff2d3,2017-03-20,26
air_43b65e4b05bff2d3,2017-03-21,25
air_43b65e4b05bff2d3,2017-03-22,29
air_43b65e4b05bff2d3,2017-03-23,16
air_43b65e4b05bff2d3,2017-03-24,33
air_43b65e4b05bff2d3,2017-03-25,25
air_43b65e4b05bff2d3,2017-03-26,31
air_43b65e4b05bff2d3,2017-03-27,20
air_43b65e4b05bff2d3,2017-03-28,21
air_43b65e4b05bff2d3,2017-03-29,16
air_43b65e4b05bff2d3,2017-03-30,12
air_43b65e4b05bff2d3,2017-03-31,37
air_43b65e4b05bff2d3,2017-04-01,33
air_43b65e4b05bff2d3,2017-04-02,33
air_43b65e4b05bff2d3,2017-04-03,10
air_43b65e4b05bff2d3,2017-04-04,29
air_43b65e4b05bff2d3,2017-04-05,30
air_43b65e4b05bff2d3,2017-04-06,21
air_43b65e4b05bff2d3,2017-04-07,23
air_43b65e4b05bff2d3,2017-04-08,26
air_43b65e4b05bff2d3,2017-04-09,29
air_43b65e4b05bff2d3,2017-04-10,11
air_43b65e4b05bff2d3,2017-04-11,24
air_43b65e4b05bff2d3,2017-04-12,18
air_43b65e4b05bff2d3,2017-04-13,13
air_43b65e4b05bff2d3,2017-04-14,23
air_43b65e4b05bff2d3,2017-04-15,34
air_43b65e4b05bff2d3,2017-04-16,17
air_43b65e4b05bff2d3,2017-04-17,14
air_43b65e4b05bff2d3,2017-04-18,15
air_43b65e4b05bff2d3,2017-04-19,21
air_43b65e4b05bff2d3,2017-04-20,15
air_43b65e4b05bff2d3,2017-04-21,22
air_43b65e4b05bff2d3,2017-04-22,33
air_9ca2767761efff4d,2016-07-01,17
air_9ca2767761efff4d,2016-07-02,5
air_9ca2767761efff4d,2016-07-03,4
air_9ca2767761efff4d,2016-07-04,1
air_9ca2767761efff4d,2016-07-06,12
air_9ca2767761efff4d,2016-07-07,3
air_9ca2767761efff4d,2016-07-08,16
air_9ca2767761efff4d,2016-07-09,16
air_9ca2767761efff4d,2016-07-10,1
air_9ca2767761efff4d,2016-07-11,26
air_9ca2767761efff4d,2016-07-12,9
air_9ca2767761efff4d,2016-07-13,30
air_9ca2767761efff4d,2016-07-14,4
air_9ca2767761efff4d,2016-07-15,8
air_9ca2767761efff4d,2016-07-16,20
air_9ca2767761efff4d,2016-07-17,68
air_9ca2767761efff4d,2016-07-19,4
air_9ca2767761efff4d,2016-07-20,3
air_9ca2767761efff4d,2016-07-21,1
air_9ca2767761efff4d,2016-07-22,30
air_9ca2767761efff4d,2016-07-23,8
air_9ca2767761efff4d,2016-07-24,5
air_9ca2767761efff4d,2016-07-26,14
air_9ca2767761efff4d,2016-07-27,5
air_9ca2767761efff4d,2016-07-28,9
air_9ca2767761efff4d,2016-07-29,1
air_9ca2767761efff4d,2016-07-30,12
air_9ca2767761efff4d,2016-08-03,4
air_9ca2767761efff4d,2016-08-04,6
air_9ca2767761efff4d,2016-08-05,11
air_9ca2767761efff4d,2016-08-06,12
air_9ca2767761efff4d,2016-08-08,4
air_9ca2767761efff4d,2016-08-09,9
air_9ca2767761efff4d,2016-08-10,9
air_9ca2767761efff4d,2016-08-11,4
air_9ca2767761efff4d,2016-08-17,5
air_9ca2767761efff4d,2016-08-18,2
air_9ca2767761efff4d,2016-08-19,12
air_9ca2767761efff4d,2016-08-20,29
air_9ca2767761efff4d,2016-08-23,7
air_9ca2767761efff4d,2016-08-24,11
air_9ca2767761efff4d,2016-08-25,4
air_9ca2767761efff4d,2016-08-26,3
air_9ca2767761efff4d,2016-08-27,23
air_9ca2767761efff4d,2016-08-28,3
air_9ca2767761efff4d,2016-08-29,24
air_9ca2767761efff4d,2016-08-30,18
air_9ca2767761efff4d,2016-08-31,4
air_9ca2767761efff4d,2016-09-01,4
air_9ca2767761efff4d,2016-09-02,2
air_9ca2767761efff4d,2016-09-03,7
air_9ca2767761efff4d,2016-09-04,2
air_9ca2767761efff4d,2016-09-05,3
air_9ca2767761efff4d,2016-09-07,2
air_9ca2767761efff4d,2016-09-08,5
air_9ca2767761efff4d,2016-09-09,2
air_9ca2767761efff4d,2016-09-10,3
air_9ca2767761efff4d,2016-09-12,2
air_9ca2767761efff4d,2016-09-13,10
air_9ca2767761efff4d,2016-09-15,14
air_9ca2767761efff4d,2016-09-16,4
air_9ca2767761efff4d,2016-09-17,33
air_9ca2767761efff4d,2016-09-18,19
air_9ca2767761efff4d,2016-09-20,28
air_9ca2767761efff4d,2016-09-21,5
air_9ca2767761efff4d,2016-09-22,2
air_9ca2767761efff4d,2016-09-23,10
air_9ca2767761efff4d,2016-09-24,38
air_9ca2767761efff4d,2016-09-27,13
air_9ca2767761efff4d,2016-09-28,3
air_9ca2767761efff4d,2016-09-30,8
air_9ca2767761efff4d,2016-10-01,8
air_9ca2767761efff4d,2016-10-03,1
air_9ca2767761efff4d,2016-10-04,13
air_9ca2767761efff4d,2016-10-05,7
air_9ca2767761efff4d,2016-10-06,1
air_9ca2767761efff4d,2016-10-08,10
air_9ca2767761efff4d,2016-10-09,9
air_9ca2767761efff4d,2016-10-11,7
air_9ca2767761efff4d,2016-10-12,5
air_9ca2767761efff4d,2016-10-13,5
air_9ca2767761efff4d,2016-10-14,5
air_9ca2767761efff4d,2016-10-15,7
air_9ca2767761efff4d,2016-10-16,17
air_9ca2767761efff4d,2016-10-17,4
air_9ca2767761efff4d,2016-10-18,1
air_9ca2767761efff4d,2016-10-19,5
air_9ca2767761efff4d,2016-10-20,2
air_9ca2767761efff4d,2016-10-21,11
air_9ca2767761efff4d,2016-10-22,21
air_9ca2767761efff4d,2016-10-23,1
air_9ca2767761efff4d,2016-10-25,6
air_9ca2767761efff4d,2016-10-26,3
air_9ca2767761efff4d,2016-10-27,5
air_9ca2767761efff4d,2016-10-28,40
air_9ca2767761efff4d,2016-10-29,12
air_9ca2767761efff4d,2016-10-31,1
air_9ca2767761efff4d,2016-11-01,8
air_9ca2767761efff4d,2016-11-02,10
air_9ca2767761efff4d,2016-11-03,3
air_9ca2767761efff4d,2016-11-04,5
air_9ca2767761efff4d,2016-11-05,27
air_9ca2767761efff4d,2016-11-06,7
air_9ca2767761efff4d,2016-11-08,8
air_9ca2767761efff4d,2016-11-09,6
air_9ca2767761efff4d,2016-11-10,2
air_9ca2767761efff4d,2016-11-11,3
air_9ca2767761efff4d,2016-11-12,16
air_9ca2767761efff4d,2016-11-13,2
air_9ca2767761efff4d,2016-11-14,2
air_9ca2767761efff4d,2016-11-15,3
air_9ca2767761efff4d,2016-11-16,6
air_9ca2767761efff4d,2016-11-17,4
air_9ca2767761efff4d,2016-11-18,24
air_9ca2767761efff4d,2016-11-19,13
air_9ca2767761efff4d,2016-11-22,12
air_9ca2767761efff4d,2016-11-23,9
air_9ca2767761efff4d,2016-11-24,4
air_9ca2767761efff4d,2016-11-25,10
air_9ca2767761efff4d,2016-11-26,8
air_9ca2767761efff4d,2016-11-27,27
air_9ca2767761efff4d,2016-11-29,4
air_9ca2767761efff4d,2016-12-01,1
air_9ca2767761efff4d,2016-12-02,6
air_9ca2767761efff4d,2016-12-03,30
air_9ca2767761efff4d,2016-12-05,2
air_9ca2767761efff4d,2016-12-06,2
air_9ca2767761efff4d,2016-12-07,2
air_9ca2767761efff4d,2016-12-08,4
air_9ca2767761efff4d,2016-12-09,5
air_9ca2767761efff4d,2016-12-10,12
air_9ca2767761efff4d,2016-12-11,24
air_9ca2767761efff4d,2016-12-13,5
air_9ca2767761efff4d,2016-12-15,44
air_9ca2767761efff4d,2016-12-16,32
air_9ca2767761efff4d,2016-12-17,14
air_9ca2767761efff4d,2016-12-20,8
air_9ca2767761efff4d,2016-12-21,39
air_9ca2767761efff4d,2016-12-22,31
air_9ca2767761efff4d,2016-12-23,1
air_9ca2767761efff4d,2016-12-24,2
air_9ca2767761efff4d,2016-12-26,6
air_9ca2767761efff4d,2016-12-27,44
air_9ca2767761efff4d,2016-12-28,15
air_9ca2767761efff4d,2016-12-29,23
air_9ca2767761efff4d,2016-12-30,46
air_9ca2767761efff4d,2016-12-31,11
air_9ca2767761efff4d,2017-01-05,2
air_9ca2767761efff4d,2017-01-06,10
air_9ca2767761efff4d,2017-01-07,5
air_9ca2767761efff4d,2017-01-08,7
air_9ca2767761efff4d,2017-01-10,46
air_9ca2767761efff4d,2017-01-11,7
air_9ca2767761efff4d,2017-01-13,1
air_9ca2767761efff4d,2017-01-14,9
air_9ca2767761efff4d,2017-01-15,1
air_9ca2767761efff4d,2017-01-18,12
air_9ca2767761efff4d,2017-01-19,11
air_9ca2767761efff4d,2017-01-20,19
air_9ca2767761efff4d,2017-01-21,15
air_9ca2767761efff4d,2017-01-23,1
air_9ca2767761efff4d,2017-01-24,4
air_9ca2767761efff4d,2017-01-25,2
air_9ca2767761efff4d,2017-01-26,2
air_9ca2767761efff4d,2017-01-27,8
air_9ca2767761efff4d,2017-01-28,41
air_9ca2767761efff4d,2017-01-29,1
air_9ca2767761efff4d,2017-01-30,2
air_9ca2767761efff4d,2017-01-31,9
air_9ca2767761efff4d,2017-02-01,4
air_9ca2767761efff4d,2017-02-02,4
air_9ca2767761efff4d,2017-02-03,2
air_9ca2767761efff4d,2017-02-04,19
air_9ca2767761efff4d,2017-02-06,1
air_9ca2767761efff4d,2017-02-07,2
air_9ca2767761efff4d,2017-02-08,5
air_9ca2767761efff4d,2017-02-09,4
air_9ca2767761efff4d,2017-02-10,4
air_9ca2767761efff4d,2017-02-11,14
air_9ca2767761efff4d,2017-02-14,4
air_9ca2767761efff4d,2017-02-15,4
air_9ca2767761efff4d,2017-02-16,5
air_9ca2767761efff4d,2017-02-17,16
air_9ca2767761efff4d,2017-02-18,31
air_9ca2767761efff4d,2017-02-19,15
air_9ca2767761efff4d,2017-02-22,8
air_9ca2767761efff4d,2017-02-23,4
air_9ca2767761efff4d,2017-02-24,11
air_9ca2767761efff4d,2017-02-25,19
air_9ca2767761efff4d,2017-02-27,1
air_9ca2767761efff4d,2017-02-28,5
air_9ca2767761efff4d,2017-03-01,6
air_9ca2767761efff4d,2017-03-02,4
air_9ca2767761efff4d,2017-03-03,6
air_9ca2767761efff4d,2017-03-04,5
air_9ca2767761efff4d,2017-03-07,6
air_9ca2767761efff4d,2017-03-08,4
air_9ca2767761efff4d,2017-03-09,5
air_9ca2767761efff4d,2017-03-10,6
air_9ca2767761efff4d,2017-03-11,2
air_9ca2767761efff4d,2017-03-12,5
air_9ca2767761efff4d,2017-03-13,1
air_9ca2767761efff4d,2017-03-14,3
air_9ca2767761efff4d,2017-03-15,13
air_9ca2767761efff4d,2017-03-16,3
air_9ca2767761efff4d,2017-03-17,11
air_9ca2767761efff4d,2017-03-18,10
air_9ca2767761efff4d,2017-03-21,1
air_9ca2767761efff4d,2017-03-22,25
air_9ca2767761efff4d,2017-03-23,22
air_9ca2767761efff4d,2017-03-24,54
air_9ca2767761efff4d,2017-03-25,13
air_9ca2767761efff4d,2017-03-26,4
air_9ca2767761efff4d,2017-03-27,6
air_9ca2767761efff4d,2017-03-29,22
air_9ca2767761efff4d,2017-03-30,9
air_9ca2767761efff4d,2017-03-31,40
air_9ca2767761efff4d,2017-04-01,3
air_9ca2767761efff4d,2017-04-05,1
air_9ca2767761efff4d,2017-04-06,2
air_9ca2767761efff4d,2017-04-07,7
air_9ca2767761efff4d,2017-04-08,20
air_9ca2767761efff4d,2017-04-11,10
air_9ca2767761efff4d,2017-04-12,5
air_9ca2767761efff4d,2017-04-14,8
air_9ca2767761efff4d,2017-04-15,20
air_9ca2767761efff4d,2017-04-16,3
air_9ca2767761efff4d,2017-04-18,4
air_9ca2767761efff4d,2017-04-19,19
air_9ca2767761efff4d,2017-04-20,1
air_9ca2767761efff4d,2017-04-21,1
air_9ca2767761efff4d,2017-04-22,16
air_a9178f19da58fe99,2016-07-01,2
air_a9178f19da58fe99,2016-07-02,3
air_a9178f19da58fe99,2016-07-04,2
air_a9178f19da58fe99,2016-07-05,13
air_a9178f19da58fe99,2016-07-06,5
air_a9178f19da58fe99,2016-07-07,9
air_a9178f19da58fe99,2016-07-08,11
air_a9178f19da58fe99,2016-07-09,8
air_a9178f19da58fe99,2016-07-11,2
air_a9178f19da58fe99,2016-07-12,7
air_a9178f19da58fe99,2016-07-13,9
air_a9178f19da58fe99,2016-07-14,9
air_a9178f19da58fe99,2016-07-15,6
air_a9178f19da58fe99,2016-07-16,15
air_a9178f19da58fe99,2016-07-19,2
air_a9178f19da58fe99,2016-07-20,7
air_a9178f19da58fe99,2016-07-21,12
air_a9178f19da58fe99,2016-07-22,3
air_a9178f19da58fe99,2016-07-23,5
air_a9178f19da58fe99,2016-07-25,5
air_a9178f19da58fe99,2016-07-26,8
air_a9178f19da58fe99,2016-07-27,9
air_a9178f19da58fe99,2016-07-29,25
air_a9178f19da58fe99,2016-07-30,4
air_a9178f19da58fe99,2016-07-31,1
air_a9178f19da58fe99,2016-08-01,6
air_a9178f19da58fe99,2016-08-02,5
air_a9178f19da58fe99,2016-08-04,8
air_a9178f19da58fe99,2016-08-05,6
air_a9178f19da58fe99,2016-08-06,18
air_a9178f19da58fe99,2016-08-08,4
air_a9178f19da58fe99,2016-08-09,10
air_a9178f19da58fe99,2016-08-10,3
air_a9178f19da58fe99,2016-08-11,2
air_a9178f19da58fe99,2016-08-12,1
air_a9178f19da58fe99,2016-08-13,1
air_a9178f19da58fe99,2016-08-17,6
air_a9178f19da58fe99,2016-08-18,3
air_a9178f19da58fe99,2016-08-19,8
air_a9178f19da58fe99,2016-08-20,7
air_a9178f19da58fe99,2016-08-22,1
air_a9178f19da58fe99,2016-08-23,4
air_a9178f19da58fe99,2016-08-24,11
air_a9178f19da58fe99,2016-08-25,14
air_a9178f19da58fe99,2016-08-26,9
air_a9178f19da58fe99,2016-08-27,9
air_a9178f19da58fe99,2016-08-30,11
air_a9178f19da58fe99,2016-08-31,3
air_a9178f19da58fe99,2016-09-01,2
air_a9178f19da58fe99,2016-09-02,2
air_a9178f19da58fe99,2016-09-03,3
air_a9178f19da58fe99,2016-09-05,4
air_a9178f19da58fe99,2016-09-06,9
air_a9178f19da58fe99,2016-09-07,7
air_a9178f19da58fe99,2016-09-08,11
air_a9178f19da58fe99,2016-09-09,7
air_a9178f19da58fe99,2016-09-10,2
air_a9178f19da58fe99,2016-09-12,4
air_a9178f19da58fe99,2016-09-13,2
air_a9178f19da58fe99,2016-09-14,2
air_a9178f19da58fe99,2016-09-15,7
air_a9178f19da58fe99,2016-09-16,9
air_a9178f19da58fe99,2016-09-17,10
air_a9178f19da58fe99,2016-09-21,14
air_a9178f19da58fe99,2016-09-22,1
air_a9178f19da58fe99,2016-09-23,13
air_a9178f19da58fe99,2016-09-24,4
air_a9178f19da58fe99,2016-09-26,4
air_a9178f19da58fe99,2016-09-27,11
air_a9178f19da58fe99,2016-09-28,5
air_a9178f19da58fe99,2016-09-29,6
air_a9178f19da58fe99,2016-09-30,4
air_a9178f19da58fe99,2016-10-01,5
air_a9178f19da58fe99,2016-10-03,4
air_a9178f19da58fe99,2016-10-04,5
air_a9178f19da58fe99,2016-10-05,4
air_a9178f19da58fe99,2016-10-06,14
air_a9178f19da58fe99,2016-10-07,5
air_a9178f19da58fe99,2016-10-08,8
air_a9178f19da58fe99,2016-10-12,10
air_a9178f19da58fe99,2016-10-13,7
air_a9178f19da58fe99,2016-10-14,6
air_a9178f19da58fe99,2016-10-15,3
air_a9178f19da58fe99,2016-10-17,6
air_a9178f19da58fe99,2016-10-18,10
air_a9178f19da58fe99,2016-10-19,10
air_a9178f19da58fe99,2016-10-20,11
air_a9178f19da58fe99,2016-10-21,5
air_a9178f19da58fe99,2016-10-22,1
air_a9178f19da58fe99,2016-10-24,6
air_a9178f19da58fe99,2016-10-25,2
air_a9178f19da58fe99,2016-10-26,6
